"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Mar 28 19:39:24 GMT 2023","Tue Mar 28 19:39:24 GMT 2023","156","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadXlsFile","Загрузка и чтение файла формата .xls",""
"broken","Tue Mar 28 19:39:31 GMT 2023","Tue Mar 28 19:39:32 GMT 2023","125","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","addressNovostroykiItemsContainSearchCity","addressNovostroykiItemsContainSearchCity(String) Адрес новостроек должен содержать г. Одинцово в поисковой выдаче по г. Одинцово",""
"broken","Tue Mar 28 19:39:31 GMT 2023","Tue Mar 28 19:39:31 GMT 2023","150","","ru.prudnikova.tests.parameterizedTest.MoveMainMenuTests","","ru.prudnikova.tests.parameterizedTest.MoveMainMenuTests","verifyMenuContainsExpectSubMenuLinks","verifyMenuContainsExpectSubMenuLinks(String, List) При клике на пункт меню Коммерческая появляется dropdown-menu: [Офисы, Склады, Помещения свободного назначения, Отдельно стоящие здания, Производство, Нежилые здания, Каталог Бизнес-центров, Все предложения]",""
"broken","Tue Mar 28 19:39:24 GMT 2023","Tue Mar 28 19:39:24 GMT 2023","164","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadDocFile","Загрузка файла формата .doc",""
"passed","Tue Mar 28 19:39:29 GMT 2023","Tue Mar 28 19:39:29 GMT 2023","462","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","zipTestXls","zipTestXls()",""
"broken","Tue Mar 28 19:39:29 GMT 2023","Tue Mar 28 19:39:30 GMT 2023","168","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadTxtFile","Загрузка и чтение файла формата .txt",""
"broken","Tue Mar 28 19:39:31 GMT 2023","Tue Mar 28 19:39:31 GMT 2023","128","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","resultSearchCityAndSelectRoomShouldContainsZhkFromSuchCityAndWithSuchTypeFlats","resultSearchCityAndSelectRoomShouldContainsZhkFromSuchCityAndWithSuchTypeFlats(String, String, String) Результат поиска по г. Одинцово и комнатности 1-комн. должнен содержать новостройки из г. Одинцово с типом квартир 1-комн.",""
"broken","Tue Mar 28 19:39:30 GMT 2023","Tue Mar 28 19:39:30 GMT 2023","123","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadDocxFile","Загрузка и чтение файла формата .docx",""
"passed","Tue Mar 28 19:39:30 GMT 2023","Tue Mar 28 19:39:31 GMT 2023","575","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadJsonFile","Чтение файла формата .json",""
"passed","Tue Mar 28 19:39:16 GMT 2023","Tue Mar 28 19:39:19 GMT 2023","3563","","ru.prudnikova.tests.allureTest.IssueSearchTest","","ru.prudnikova.tests.allureTest.IssueSearchTest","issueSearchWithListener","Проверка наличия issues-tab в репозитории https://github.com/ с помощью Listener",""
"passed","Tue Mar 28 19:39:25 GMT 2023","Tue Mar 28 19:39:25 GMT 2023","41","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","zipTestCsv","zipTestCsv()",""
"broken","Tue Mar 28 19:39:24 GMT 2023","Tue Mar 28 19:39:24 GMT 2023","164","","ru.prudnikova.tests.downloadFile.DownloadFileWithProxy","","ru.prudnikova.tests.downloadFile.DownloadFileWithProxy","downloadFile","Загрузка файла через прокси, потому что локатор кнопки Скачать не содержит href",""
