"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 29 07:43:52 GMT 2023","Wed Mar 29 07:43:57 GMT 2023","5401","","ru.prudnikova.tests.allureTest.IssueSearchTest","","ru.prudnikova.tests.allureTest.IssueSearchTest","issueSearchWithListener","Проверка наличия issues-tab в репозитории https://github.com/ с помощью Listener",""
"passed","Wed Mar 29 07:45:12 GMT 2023","Wed Mar 29 07:45:18 GMT 2023","6273","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","resultSearchCityAndSelectRoomShouldContainsZhkFromSuchCityAndWithSuchTypeFlats","resultSearchCityAndSelectRoomShouldContainsZhkFromSuchCityAndWithSuchTypeFlats(String, String, String) Результат поиска по г. Дмитров и комнатности Студии должнен содержать новостройки из г. Дмитров с типом квартир Студии",""
"broken","Wed Mar 29 07:44:04 GMT 2023","Wed Mar 29 07:44:09 GMT 2023","5279","","ru.prudnikova.tests.downloadFile.DownloadFileWithProxy","","ru.prudnikova.tests.downloadFile.DownloadFileWithProxy","downloadFile","Хотела загрузка файл через прокси, потому что локатор кнопки Скачать не содержит href, но потом использовала метод FOLDER",""
"passed","Wed Mar 29 07:43:44 GMT 2023","Wed Mar 29 07:43:50 GMT 2023","5957","","ru.prudnikova.tests.allureTest.AttachmentsTest","","ru.prudnikova.tests.allureTest.AttachmentsTest","testLambdaAttachments","testLambdaAttachments()",""
"passed","Wed Mar 29 07:43:57 GMT 2023","Wed Mar 29 07:44:01 GMT 2023","3523","","ru.prudnikova.tests.allureTest.IssueSearchTest","","ru.prudnikova.tests.allureTest.IssueSearchTest","issueSearchWithLambda","Проверка наличия issues-tab в репозитории https://github.com/ с помощью Lambda",""
"broken","Wed Mar 29 07:44:15 GMT 2023","Wed Mar 29 07:44:28 GMT 2023","13308","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadXlsFile","Загрузка и чтение файла формата .xls",""
"passed","Wed Mar 29 07:44:35 GMT 2023","Wed Mar 29 07:44:36 GMT 2023","728","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","zipTestXls","zipTestXls()",""
"passed","Wed Mar 29 07:44:54 GMT 2023","Wed Mar 29 07:45:00 GMT 2023","6092","","ru.prudnikova.tests.parameterizedTest.MoveMainMenuTests","","ru.prudnikova.tests.parameterizedTest.MoveMainMenuTests","verifyMenuContainsExpectSubMenuLinks","verifyMenuContainsExpectSubMenuLinks(String, List) При клике на пункт меню Коммерческая появляется dropdown-menu: [Офисы, Склады, Помещения свободного назначения, Отдельно стоящие здания, Производство, Нежилые здания, Каталог Бизнес-центров, Все предложения]",""
"broken","Wed Mar 29 07:44:36 GMT 2023","Wed Mar 29 07:44:37 GMT 2023","1323","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadTxtFile","Загрузка и чтение файла формата .txt",""
"passed","Wed Mar 29 07:44:28 GMT 2023","Wed Mar 29 07:44:35 GMT 2023","6749","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","zipTestPdf","zipTestPdf()",""
"passed","Wed Mar 29 07:45:00 GMT 2023","Wed Mar 29 07:45:05 GMT 2023","4996","","ru.prudnikova.tests.parameterizedTest.MoveMainMenuTests","","ru.prudnikova.tests.parameterizedTest.MoveMainMenuTests","verifyMenuContainsExpectSubMenuLinks","verifyMenuContainsExpectSubMenuLinks(String, List) При клике на пункт меню Новостройки появляется dropdown-menu: [Квартиры в новостройках, Каталог ЖК и новостроек, Элитные ЖК в Москве, Коттеджные поселки, Застройщики]",""
"passed","Wed Mar 29 07:44:01 GMT 2023","Wed Mar 29 07:44:04 GMT 2023","3168","","ru.prudnikova.tests.allureTest.IssueSearchTest","","ru.prudnikova.tests.allureTest.IssueSearchTest","testAnnotatedStep","Проверка наличия issues-tab в репозитории https://github.com/ с помощью Steps",""
"passed","Wed Mar 29 07:43:52 GMT 2023","Wed Mar 29 07:43:52 GMT 2023","4","","ru.prudnikova.tests.allureTest.LabelTest","","ru.prudnikova.tests.allureTest.LabelTest","testStaticLabels","Создание Issue для авторизованного пользователя",""
"passed","Wed Mar 29 07:45:05 GMT 2023","Wed Mar 29 07:45:12 GMT 2023","6993","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","searchNovostroykiItemsContainSearchZhk","Поисковая выдача должна содержать искомый ЖК",""
"passed","Wed Mar 29 07:45:30 GMT 2023","Wed Mar 29 07:45:35 GMT 2023","4949","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","addressNovostroykiItemsContainSearchCity","addressNovostroykiItemsContainSearchCity(String) Адрес новостроек должен содержать г. Дмитров в поисковой выдаче по г. Дмитров",""
"passed","Wed Mar 29 07:44:28 GMT 2023","Wed Mar 29 07:44:28 GMT 2023","97","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","zipTestCsv","zipTestCsv()",""
"broken","Wed Mar 29 07:44:37 GMT 2023","Wed Mar 29 07:44:46 GMT 2023","8962","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadPdfFile","Загрузка и чтение файла формата .pdf",""
"passed","Wed Mar 29 07:45:18 GMT 2023","Wed Mar 29 07:45:24 GMT 2023","5902","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","resultSearchCityAndSelectRoomShouldContainsZhkFromSuchCityAndWithSuchTypeFlats","resultSearchCityAndSelectRoomShouldContainsZhkFromSuchCityAndWithSuchTypeFlats(String, String, String) Результат поиска по г. Одинцово и комнатности 1-комн. должнен содержать новостройки из г. Одинцово с типом квартир 1-комн.",""
"passed","Wed Mar 29 07:43:50 GMT 2023","Wed Mar 29 07:43:52 GMT 2023","2088","","ru.prudnikova.tests.allureTest.AttachmentsTest","","ru.prudnikova.tests.allureTest.AttachmentsTest","testAnnotatedAttachments","testAnnotatedAttachments()",""
"passed","Wed Mar 29 07:44:52 GMT 2023","Wed Mar 29 07:44:54 GMT 2023","1326","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadJsonFile","Чтение файла формата .json",""
"broken","Wed Mar 29 07:44:09 GMT 2023","Wed Mar 29 07:44:15 GMT 2023","5500","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadDocFile","Загрузка файла формата .doc",""
"passed","Wed Mar 29 07:44:52 GMT 2023","Wed Mar 29 07:44:52 GMT 2023","155","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadCsvFile","Чтение файла формата .csv",""
"passed","Wed Mar 29 07:45:24 GMT 2023","Wed Mar 29 07:45:30 GMT 2023","5837","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","","ru.prudnikova.tests.parameterizedTest.SearchFilterOnNovostroykiPageTest","addressNovostroykiItemsContainSearchCity","addressNovostroykiItemsContainSearchCity(String) Адрес новостроек должен содержать г. Одинцово в поисковой выдаче по г. Одинцово",""
"broken","Wed Mar 29 07:44:46 GMT 2023","Wed Mar 29 07:44:52 GMT 2023","5909","","ru.prudnikova.tests.downloadFile.DownloadFileTest","","ru.prudnikova.tests.downloadFile.DownloadFileTest","downloadDocxFile","Загрузка и чтение файла формата .docx",""
